CountryCode,SeriesCode,Year,Description
BEN,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1985,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BEN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARM,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BDI,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BDI,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BDI,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BDI,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
BDI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AGO,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ARG,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
AFG,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
STP,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLB,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLB,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLB,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLB,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLE,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLV,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SLV,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1998,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SOM,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SEN,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1977,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1978,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1979,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1980,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1981,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1983,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1987,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
SDN,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PHL,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PNG,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PRY,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PRY,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PRY,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PRY,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PRY,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
ROM,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
RWA,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1996,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1997,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR1999,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2000,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2001,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2002,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MRT,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MKD,BX.KLT.DINV.CD.DT,YR1994,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MKD,BX.KLT.DINV.CD.DT,YR1995,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MUS,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1982,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1984,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1986,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1988,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1989,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1990,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1991,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1992,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR1993,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2003,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2004,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2005,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2006,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2007,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2008,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MWI,BX.KLT.DINV.CD.DT,YR2009,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1974,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1975,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
PER,BX.KLT.DINV.CD.DT,YR1976,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
NGA,BX.KLT.DINV.CD.DT,YR1970,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
NGA,BX.KLT.DINV.CD.DT,YR1971,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
NGA,BX.KLT.DINV.CD.DT,YR1972,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
NGA,BX.KLT.DINV.CD.DT,YR1973,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
